aX,aY,aZ,gX,gY,gZ
0.496,-0.886,-0.562,16.357,-5.127,12.573
0.475,-0.863,-0.497,14.771,-13.855,15.137
0.461,-0.831,-0.417,15.503,-22.583,16.479
0.457,-0.793,-0.335,18.311,-30.640,16.357
0.456,-0.764,-0.267,20.203,-36.499,15.015
0.465,-0.754,-0.190,17.700,-39.673,13.123
0.488,-0.761,-0.119,11.108,-39.001,10.559
0.505,-0.775,-0.075,3.906,-32.776,8.118
0.509,-0.783,-0.042,-2.441,-23.865,7.080
0.522,-0.785,-0.050,-8.789,-13.977,7.568
0.509,-0.780,-0.091,-13.306,-3.662,8.362
0.494,-0.765,-0.135,-14.893,4.272,8.606
0.484,-0.764,-0.166,-13.306,8.423,7.141
0.486,-0.769,-0.196,-8.240,9.216,3.906
0.491,-0.784,-0.237,-2.136,8.423,0.610
0.502,-0.803,-0.262,0.305,6.226,-0.977
0.518,-0.819,-0.268,-0.732,3.052,-1.038
0.533,-0.835,-0.266,-1.587,0.854,0.061
0.552,-0.848,-0.258,-0.732,-0.671,0.488
0.565,-0.860,-0.255,2.991,-1.282,0.549
0.565,-0.856,-0.254,8.728,-0.244,1.221
0.553,-0.846,-0.264,13.428,1.221,2.319
0.545,-0.839,-0.270,14.526,1.770,3.113
0.538,-0.836,-0.283,13.428,2.075,4.272
0.527,-0.822,-0.293,10.864,2.747,5.249
0.516,-0.812,-0.294,7.202,2.869,5.981
0.504,-0.810,-0.303,2.380,3.296,6.165
0.495,-0.812,-0.312,-2.502,3.357,5.920
0.490,-0.821,-0.307,-4.822,2.991,5.554
0.488,-0.827,-0.306,-3.052,2.014,4.883
0.484,-0.819,-0.303,1.221,0.854,4.578
0.487,-0.812,-0.301,4.517,-0.610,4.211
0.495,-0.807,-0.301,5.737,-1.221,3.540
0.497,-0.805,-0.298,4.700,-1.343,3.235
0.500,-0.808,-0.288,2.991,-1.038,2.563
0.499,-0.814,-0.284,1.038,-0.732,1.892
0.499,-0.821,-0.280,-0.427,-0.305,1.648
0.504,-0.831,-0.276,-1.160,-0.061,2.197
0.510,-0.833,-0.267,-0.854,0.122,2.991
0.514,-0.835,-0.263,1.160,1.099,3.357
0.518,-0.835,-0.260,4.211,1.892,3.296
0.518,-0.833,-0.268,6.531,2.747,3.540
0.519,-0.827,-0.270,7.202,3.357,3.784
